GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemPaisDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemMunicipioDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,EstadoCivilDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemComprometimentoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemUsuarioDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemServicoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemRecursoMoradiaDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoListagemSetorDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,NecessidadeDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,TipoLeituraDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,PeriodoDoencaDTO,110,0,14,0,31,0,20,0,13,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.usuario,ResultadoValidacaoPeriodoBeneficioDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,InformacaoAtendimentoDTO,12,36,0,0,4,15,3,9,3,9
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoEdicaoAtendimentoGrupoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,DiaSemanaDTO,32,14,11,1,11,6,6,3,0,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,TipoAtendimentoDTO,37,29,12,0,13,12,7,7,1,7
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoProgramacaoDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,DescricaoTipoAtendimentoDTO,40,69,12,0,14,28,8,17,2,17
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,FrequenciaDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemNomeGrupoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,TipificacaoServicoDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,LocalAtendimentoDTO,32,20,11,1,11,8,6,4,0,4
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemProfissionalDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,EspecificacaoPesquisaGrupoDTO,10,0,0,0,4,0,2,0,2,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,NomeGrupoDTO,32,20,11,1,11,8,6,4,0,4
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ProfissionalVinculoDTO,41,24,12,0,14,10,8,7,2,7
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemNomeCompletoGrupoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoLoteRecursoDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoModuloRelacaoBaseDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,GrupoDTO,110,210,3,3,26,60,18,34,16,33
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ModuloUsuarioDTO,5,10,0,0,1,5,1,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ProfissionalDTO,37,21,12,0,13,8,7,4,1,4
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoDiaSemanaEHorarioDTO,8,0,0,0,3,0,2,0,2,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,DiaSemanaEHorarioDTO,54,29,12,0,14,12,8,7,2,7
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoModuloPeriodoDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ModuloPeriodoDTO,71,166,10,6,13,57,11,28,3,28
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ModuloRelacaoBaseDTO,47,45,12,0,17,19,10,13,4,13
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoValidacaoAtendimentoBaseDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemGrupoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemDiaSemanaDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,EspecificacaoGeracaoAtendimentoDTO,8,21,0,0,4,8,2,4,2,4
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemDescricaoTipoAtendimentoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ProgramacaoDTO,0,52,0,0,0,23,0,15,0,15
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemRecursoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,RecursoDTO,37,27,12,0,13,10,7,5,1,5
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoEdicaoModuloPeriodoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ModuloDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ModuloPreCadastroDTO,33,66,0,0,13,29,9,19,9,19
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemTipoAtendimentoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoGeracaoAtendimentoDTO,14,8,0,0,6,3,4,2,4,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemFrequenciaDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemLocalAtendimentoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoEdicaoGrupoDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemStatusRelacaoUsuarioModuloDTO,0,3,0,0,0,1,0,1,0,1
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoSincronizacaoDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,LoteRecursoDTO,25,51,0,0,3,22,2,11,2,11
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,ResultadoListagemTipificacaoServicoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.grupo,StatusRelacaoComModuloDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ResultadoEdicaoSolicitacaoRelatorioDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,SolicitacaoRelatorioDTO,49,87,0,0,21,37,14,25,14,25
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ResultadoListagemFinalidadeRelatorioDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ResultadoListagemStatusSolicitacaoRelatorioDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ResultadoListagemSolicitacaoRelatorioDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,FinalidadeRelatorioDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ResultadoListagemElaboradorDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,StatusSolicitacaoRelatorioDTO,32,14,11,1,11,6,6,3,0,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,EspecificacaoPesquisaSolicitacaoRelatorioDTO,0,43,0,0,0,14,0,8,0,8
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.solicitacao,ElaboradorDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,UfDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,MunicipioDTO,32,26,11,1,11,10,6,5,0,5
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,EnderecoCEPDTO,0,38,0,0,0,16,0,11,0,11
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,PaisDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,EnderecoDTO,0,73,0,0,0,32,0,21,0,21
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,ResultadoConsultaCEP,8,0,0,0,3,0,2,0,2,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.endereco,ZonaDTO,37,9,12,0,13,4,7,2,1,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,CargoDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,LocalTrabalhoDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,InformacaoTrabalhoCompletaDTO,37,66,12,0,13,29,7,19,1,19
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,ResultadoValidacaoInformacaoTrabalhoCompletaDTO,8,0,0,0,3,0,2,0,2,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,ResultadoListagemLocalTrabalhoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.trabalho,ResultadoListagemCargoDTO,3,0,0,0,1,0,1,0,1,0
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.familiar,ParentescoDTO,37,15,12,0,13,6,7,3,1,3
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.familiar,InformacaoTrabalhoDTO,0,31,0,0,0,13,0,9,0,9
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.familiar,ResultadoValidacaoFamiliarDTO,0,8,0,0,0,3,0,2,0,2
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.familiar,FamiliarDTO,10,152,0,0,4,61,3,36,3,36
Biblioteca de componentes compartilhados do SisLara,br.laramara.ti.sislaracommons.dtos.familiar,ResultadoListagemParentescoDTO,0,3,0,0,0,1,0,1,0,1
